branch_id,seat_type,category_code,percentile,is_tfws,is_ews
0111624210,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSEBCO,69.0659616,False,False
0111624210,Other Than Home University Seats Allotted to Other Than Home University Candidates,LOPENO,67.294477,False,False
0111624210,Other Than Home University Seats Allotted to Home University Candidates,GNT2O,65.0377535,False,False
0111624210,Other Than Home University Seats Allotted to Home University Candidates,LVJO,32.0977394,False,False
0111624210,State Level,DEFOPENS,75.7359803,False,False
0111624210,State Level,TFWS,74.3614357,True,False
0111624610,Home University Seats Allotted to Home University Candidates,GOPENH,67.6158803,False,False
0111624610,Home University Seats Allotted to Home University Candidates,GSCH,63.0759599,False,False
0111624610,Home University Seats Allotted to Home University Candidates,GSEBCH,70.4817329,False,False
0111624610,Home University Seats Allotted to Home University Candidates,LOPENH,66.8404462,False,False
0111624610,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,53.7424491,False,False
0111624610,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOBCO,44.3676458,False,False
0111624610,Other Than Home University Seats Allotted to Other Than Home University Candidates,LOPENO,74.3614357,False,False
0111624610,Other Than Home University Seats Allotted to Other Than Home University Candidates,LSEBCO,60.2294112,False,False
0111624610,State Level,DEFOPENS,65.5509182,False,False
0111650710,Home University Seats Allotted to Home University Candidates,GOPENH,52.2046883,False,False
0111650710,Home University Seats Allotted to Home University Candidates,GVJH,62.2534756,False,False
0111650710,Home University Seats Allotted to Home University Candidates,GSEBCH,27.4048925,False,False
0111650710,Home University Seats Allotted to Home University Candidates,LOPENH,60.1504384,False,False
0111650710,Home University Seats Allotted to Home University Candidates,LNT2H,50.0957604,False,False
0111650710,Home University Seats Allotted to Home University Candidates,LOBCH,48.777949,False,False
0111650710,Home University Seats Allotted to Home University Candidates,LSEBCH,57.3310702,False,False
0111650710,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,76.0337773,False,False
0111650710,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSTO,53.7424491,False,False
0111661210,Home University Seats Allotted to Home University Candidates,GSCH,55.1151268,False,False
0111661210,Home University Seats Allotted to Home University Candidates,GSTH,40.7306838,False,False
0111661210,Home University Seats Allotted to Home University Candidates,GNT1H,58.5786927,False,False
0111661210,Home University Seats Allotted to Home University Candidates,LOPENH,43.4393889,False,False
0111661210,Home University Seats Allotted to Home University Candidates,LSTH,57.0470967,False,False
0111661210,Home University Seats Allotted to Home University Candidates,LNT3H,42.725346,False,False
0111661210,Home University Seats Allotted to Home University Candidates,LOBCH,44.5064233,False,False
0111661210,Home University Seats Allotted to Home University Candidates,LSEBCH,47.0113809,False,False
0111661210,Home University Seats Allotted to Home University Candidates,PWDOPENH,40.2848342,False,False
0111661210,Home University Seats Allotted to Home University Candidates,PWDOBCH,44.3676458,False,False
0111661210,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,55.0733859,False,False
0111661210,Other Than Home University Seats Allotted to Home University Candidates,LOPENO,61.6354671,False,False
0111661210,Other Than Home University Seats Allotted to Home University Candidates,LNT2O,27.5123271,False,False
0111719110,Home University Seats Allotted to Home University Candidates,GSCH,52.2046883,False,False
0111719110,Home University Seats Allotted to Home University Candidates,GSTH,46.3828235,False,False
0111719110,Home University Seats Allotted to Home University Candidates,LOPENH,34.8626522,False,False
0111719110,Home University Seats Allotted to Home University Candidates,LSCH,81.9801476,False,False
0111719110,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,29.3071786,False,False
0111719110,Other Than Home University Seats Allotted to Other Than Home University Candidates,LSEBCO,16.1364215,False,False
0111719110,Other Than Home University Seats Allotted to Home University Candidates,GNT1O,46.3188381,False,False
0111719110,State Level,TFWS,33.6953839,True,False
0111724210,Home University Seats Allotted to Home University Candidates,GOPENH,67.5033807,False,False
0111724210,Home University Seats Allotted to Home University Candidates,GNT2H,57.414259,False,False
0111724210,Home University Seats Allotted to Home University Candidates,GOBCH,55.1151268,False,False
0111724210,Home University Seats Allotted to Home University Candidates,LOPENH,76.7776254,False,False
0111724210,Home University Seats Allotted to Home University Candidates,LSTH,74.3785526,False,False
0111724210,Home University Seats Allotted to Home University Candidates,LOBCH,66.4751458,False,False
0111724210,Home University Seats Allotted to Home University Candidates,PWDOBCH,64.4664266,False,False
0111724210,Home University Seats Allotted to Other Than Home University Candidates,GSEBCH,52.0861037,False,False
0111724210,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,57.9919409,False,False
0111724210,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOBCO,48.6637821,False,False
0111724210,Other Than Home University Seats Allotted to Other Than Home University Candidates,LOBCO,34.5790896,False,False
0111724210,State Level,DEFOBCS,80.003358,False,False
0111724210,State Level,TFWS,53.8203081,True,False
0111724210,State Level,EWS,55.1151268,False,True
0111735610,Home University Seats Allotted to Home University Candidates,GSEBCH,18.7028082,False,False
0111735610,Home University Seats Allotted to Home University Candidates,LNT1H,53.7424491,False,False
0111735610,Other Than Home University Seats Allotted to Other Than Home University Candidates,LSCO,57.2163252,False,False
0111735610,State Level,TFWS,27.1291039,True,False
0111761210,Home University Seats Allotted to Home University Candidates,GOPENH,47.9076668,False,False
0111761210,Home University Seats Allotted to Home University Candidates,GSCH,27.9969458,False,False
0111761210,Home University Seats Allotted to Home University Candidates,GSTH,38.4109612,False,False
0111761210,Home University Seats Allotted to Home University Candidates,GNT1H,39.2350823,False,False
0111761210,Home University Seats Allotted to Home University Candidates,GOBCH,34.805294,False,False
0111761210,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,4.1087911,False,False
0111761210,Other Than Home University Seats Allotted to Home University Candidates,GSCO,31.3198919,False,False
0111761210,Other Than Home University Seats Allotted to Home University Candidates,LNT2O,38.4109612,False,False
0111761210,Other Than Home University Seats Allotted to Home University Candidates,LOBCO,38.4109612,False,False
0111761210,Other Than Home University Seats Allotted to Home University Candidates,LSEBCO,35.3791065,False,False
0111761210,State Level,DEFOPENS,9.6685964,False,False
0111761210,State Level,TFWS,45.4574846,True,False
